Date,Closing Price (USD)
6/13/18,6321.655965
6/14/18,6601.324158
6/15/18,6397.44117
6/16/18,6529.544015
6/17/18,6482.868697
6/18/18,6711.64967
6/19/18,6731.710147
6/20/18,6736.867721
6/21/18,6729.925937
6/22/18,6099.445277
6/23/18,6198.700824
6/24/18,6142.39257
6/25/18,6244.328455
6/26/18,6148.422705
6/27/18,6140.1915
6/28/18,5954.526582
6/29/18,6189.309252
6/30/18,6343.8922
7/1/18,6373.277854
7/2/18,6629.749595
7/3/18,6482.830594
7/4/18,6589.632793
7/5/18,6538.682432
7/6/18,6596.53
7/7/18,6570.427592
7/8/18,6744.988679
7/9/18,6694.530851
7/10/18,6364.38759
7/11/18,6360.446668
7/12/18,6144.810118
7/13/18,6215.59
7/14/18,6254.678129
7/15/18,6366.349904
7/16/18,6671.625919
7/17/18,7315.55104
7/18/18,7359.737018
7/19/18,7484.63967
7/20/18,7357.445677
7/21/18,7424.734238
7/22/18,7411.200525
7/23/18,7730.24748
7/24/18,8325.801534
7/25/18,8271.59792
7/26/18,7925.247396
7/27/18,8254.277348
7/28/18,8184.695535
7/29/18,8201.89009
7/30/18,8166.38836
7/31/18,7700.834129
8/1/18,7588.58618
8/2/18,7547.314951
8/3/18,7423.074378
8/4/18,7396.041122
8/5/18,7411.515299
8/6/18,7402.336634
8/7/18,6748.441484
8/8/18,6460.153155
8/9/18,6482.973449
8/10/18,6092.533104
8/11/18,6391.599258
8/12/18,6338.738957
8/13/18,6260.192995
8/14/18,6123.447601
8/15/18,6332.6069
8/16/18,6273.88807
8/17/18,6566.595283
8/18/18,6396.946369
8/19/18,6516.668382
8/20/18,6299.395333
8/21/18,6470.733567
8/22/18,6355.881809
8/23/18,6503.832362
8/24/18,6675.360683
8/25/18,6725.032327
8/26/18,6689.822683
8/27/18,6756.628926
8/28/18,7084.293617
8/29/18,7059.231235
8/30/18,6938.914582
8/31/18,7028.447312
9/1/18,7198.058436
9/2/18,7282.858514
9/3/18,7260.251593
9/4/18,7361.271864
9/5/18,6913.115013
9/6/18,6471.493884
9/7/18,6400.268706
9/8/18,6181.744207
9/9/18,6253.937201
9/10/18,6275.083132
9/11/18,6275.669588
9/12/18,6277.494409
9/13/18,6283.1842
9/14/18,6285.982466
9/15/18,6280.310107
9/16/18,6281.409356
9/17/18,6273.220083
9/18/18,6278.595486
9/19/18,6282.610727
9/20/18,6288.07017
9/21/18,6317.699685
9/22/18,6293.836421
9/23/18,6289.621327
9/24/18,6466.994564
9/25/18,6391.385981
9/26/18,6509.776621
9/27/18,6698.416047
9/28/18,6502.688151
9/29/18,6576.61432
9/30/18,6647.387947
10/1/18,6603.754342
10/2/18,6576.354229
10/3/18,6481.24577
10/4/18,6594.935786
10/5/18,6630.575297
10/6/18,6595.260326
10/7/18,6591.686318
10/8/18,6662.8685
10/9/18,6663.021071
10/10/18,6619.495845
10/11/18,6285.859203
10/12/18,6309.198921
10/13/18,6331.131154
10/14/18,6361.417016
10/15/18,6721.587503
10/16/18,6724.833078
10/17/18,6444.74701
10/18/18,6374.648863
10/19/18,6372.686817
10/20/18,6407.479085
10/21/18,6412.530491
10/22/18,6396.880154
10/23/18,6396.252324
10/24/18,6407.667175
10/25/18,6405.500726
10/26/18,6392.179337
10/27/18,6436.355484
10/28/18,6429.687141
10/29/18,6266.189683
10/30/18,6276.4645
10/31/18,6321.713671
11/1/18,6341.094813
11/2/18,6360.141272
11/3/18,6344.738943
11/4/18,6405.139755
11/5/18,6396.352124
11/6/18,6425.917802
11/7/18,6514.489453
11/8/18,6412.524289
11/9/18,6343.632504
11/10/18,6365.655232
11/11/18,6327.480646
11/12/18,6327.154696
11/13/18,6282.438677
11/14/18,5524.801093
11/15/18,5511.152834
11/16/18,5448.600634
11/17/18,5497.411279
11/18/18,5553.014895
11/19/18,4800.342897
11/20/18,4246.312774
11/21/18,4478.299558
11/22/18,4405.744031
11/23/18,4329.91722
11/24/18,3728.872648
11/25/18,3951.205029
11/26/18,3640.557165
11/27/18,3792.192364
11/28/18,4174.319972
11/29/18,4218.608363
11/30/18,3952.447895
12/1/18,4178.603828
12/2/18,4118.518242
12/3/18,3847.032737
12/4/18,3889.29212
12/5/18,3713.573383
12/6/18,3578.206624
12/7/18,3391.874146
12/8/18,3452.616185
12/9/18,3507.306367
12/10/18,3419.733768
12/11/18,3360.946628
12/12/18,3414.833749
12/13/18,3263.547913
12/14/18,3212.207081
12/15/18,3194.962272
12/16/18,3200.642468
12/17/18,3478.461203
12/18/18,3562.894946
12/19/18,3709.316759
12/20/18,4065.799953
12/21/18,3824.739794
12/22/18,3862.726329
12/23/18,3949.794342
12/24/18,4054.29626
12/25/18,3767.350024
12/26/18,3807.153022
12/27/18,3587.198223
12/28/18,3865.5293
12/29/18,3725.48
12/30/18,3832.4
12/31/18,3689.56462
1/1/19,3715.564441
1/2/19,3882.304754
1/3/19,3795.592741
1/4/19,3812.381108
1/5/19,3809.914343
1/6/19,4014.133187
1/7/19,3989.631741
1/8/19,3992.986144
1/9/19,3995.325193
1/10/19,3617.346291
1/11/19,3606.16489
1/12/19,3611.528238
1/13/19,3497.669392
1/14/19,3654.347067
1/15/19,3568.751259
1/16/19,3593.72174
1/17/19,3623.717337
1/18/19,3605.855187
1/19/19,3690.908564
1/20/19,3544.221724
1/21/19,3528.463529
1/22/19,3581.551947
1/23/19,3549.770799
1/24/19,3562.920476
1/25/19,3566.666164
1/26/19,3563.27801
1/27/19,3539.620947
1/28/19,3425.262161
1/29/19,3395.018645
1/30/19,3441.032215
1/31/19,3420.633227
2/1/19,3439.805699
2/2/19,3433.035285
2/3/19,3404.499313
2/4/19,3412.230431
2/5/19,3419.767899
2/6/19,3367.519032
2/7/19,3360.534076
2/8/19,3591.022152
2/9/19,3617.46468
2/10/19,3621.154003
2/11/19,3593.183177
2/12/19,3579.341881
2/13/19,3569.554833
2/14/19,3558.396858
2/15/19,3566.247765
2/16/19,3596.405191
2/17/19,3606.151988
2/18/19,3865.318165
2/19/19,3904.48292
2/20/19,3924.739844
2/21/19,3889.758485
2/22/19,3933.60759
2/23/19,4105.112759
2/24/19,3763.620516
2/25/19,3819.865341
2/26/19,3797.58179
2/27/19,3772.936335
2/28/19,3799.678543
3/1/19,3811.611979
3/2/19,3804.41917
3/3/19,3782.664101
3/4/19,3689.862893
3/5/19,3832.080885
3/6/19,3848.95637
3/7/19,3859.839983
3/8/19,3828.371904
3/9/19,3898.86846
3/10/19,3899.655869
3/11/19,3851.24919
3/12/19,3866.295946
3/13/19,3846.274442
3/14/19,3855.744363
3/15/19,3892.052301
3/16/19,3985.851236
3/17/19,3970.389045
3/18/19,3974.415764
3/19/19,3996.037131
3/20/19,4027.787395
3/21/19,3974.811429
3/22/19,3987.305225
3/23/19,3977.707443
3/24/19,3968.438701
3/25/19,3913.781717
3/26/19,3915.37532
3/27/19,4018.59051
3/28/19,4008.370872
3/29/19,4080.260114
3/30/19,4081.221605
3/31/19,4094.704791
4/1/19,4135.18494
4/2/19,4818.770635
4/3/19,5102.150753
4/4/19,4875.599431
4/5/19,5030.933271
4/6/19,5028.321082
4/7/19,5198.17317
4/8/19,5260.205043
4/9/19,5179.997649
4/10/19,5283.543758
4/11/19,5049.605824
4/12/19,5077.515864
4/13/19,5066.86704
4/14/19,5158.387401
4/15/19,5045.675166
4/16/19,5184.204468
4/17/19,5220.959934
4/18/19,5276.558982
4/19/19,5266.661246
4/20/19,5292.14833
4/21/19,5276.558318
4/22/19,5398.433417
4/23/19,5552.521911
4/24/19,5432.991017
4/25/19,5132.227526
4/26/19,5151.574528
4/27/19,5200.193239
4/28/19,5152.54574
4/29/19,5151.4335
4/30/19,5277.444469
5/1/19,5297.942492
5/2/19,5405.878067
5/3/19,5697.679054
5/4/19,5812.331779
5/5/19,5713.035052
5/6/19,5706.008421
5/7/19,5899.529693
5/8/19,5932.441391
5/9/19,6159.685902
5/10/19,6387.82945
5/11/19,7254.805536
5/12/19,6992.706661
5/13/19,7906.940835
5/14/19,7928.417416
5/15/19,8177.453519
5/16/19,7820.076243
5/17/19,7243.650539
5/18/19,7295.649729
5/19/19,8221.259395
5/20/19,7917.012499
5/21/19,7961.128743
5/22/19,7723.90388
5/23/19,7903.84691
5/24/19,8038.506791
5/25/19,8089.570163
5/26/19,8653.142368
5/27/19,8800.346606
5/28/19,8719.331485
5/29/19,8672.400107
5/30/19,8287.040256
5/31/19,8513.203882
6/1/19,8588.479505
6/2/19,8744.265561
6/3/19,8474.048229
6/4/19,7645.572514
6/5/19,7790.321135
6/6/19,7730.881726
6/7/19,8030.256079
6/8/19,7949.425799
6/9/19,7600.922492
6/10/19,7954.006238
6/11/19,7903.62525
6/12/19,8151.78868
6/13/19,8256.720099
6/14/19,8667.787954
6/15/19,8836.168413
6/16/19,9061.540461
6/17/19,9346.975087
6/18/19,9012.48785
6/19/19,9259.123638
6/20/19,9559.900689
6/21/19,9906.407965
6/22/19,10461.41217
6/23/19,10843.57097
6/24/19,10996.45975
6/25/19,11665.40968
6/26/19,12444.92586
6/27/19,11086.26883
6/28/19,12316.95301
6/29/19,12024.08097
6/30/19,10932.31051
7/1/19,10454.68382
7/2/19,10800.13014
7/3/19,11942.24022
7/4/19,11645.52461
7/5/19,10946.20905
7/6/19,11219.046
7/7/19,11422.11447
7/8/19,12335.99939
7/9/19,12575.90407
7/10/19,12054.18379
7/11/19,11324.1447
7/12/19,11802.95996
7/13/19,11279.60274
7/14/19,10506.39583
7/15/19,10934.48274
7/16/19,9490.410516
7/17/19,9733.132134
7/18/19,10603.34887
7/19/19,10466.26094
7/20/19,10983.216
7/21/19,10551.13163
7/22/19,10285.63923
7/23/19,10027.53261
7/24/19,9771.504761
7/25/19,9897.429352
7/26/19,9812.226351
7/27/19,9440.140037
7/28/19,9495.855261
7/29/19,9506.704273
7/30/19,9572.735372
7/31/19,10005.29447
8/1/19,10385.20061
8/2/19,10513.91147
8/3/19,10831.25986
8/4/19,10985.80754
8/5/19,11811.78705
8/6/19,11310.18722
8/7/19,11956.04722
8/8/19,11817.45548
8/9/19,11827.57457
8/10/19,11278.28125
8/11/19,11485.36578
8/12/19,11391.96865
8/13/19,10869.37911
8/14/19,10211.49858
8/15/19,10386.53955
8/16/19,10388.45059
8/17/19,10212.10144
8/18/19,10335.37284
8/19/19,10774.81031
8/20/19,10818.50701
8/21/19,10064.91679
8/22/19,10161.16475
8/23/19,10364.28135
8/24/19,10171.49746
8/25/19,10068.92242
8/26/19,10312.21504
8/27/19,10122.19653
8/28/19,9743.162051
8/29/19,9487.976434
8/30/19,9590.736337
8/31/19,9624.983911
9/1/19,9780.667897
9/2/19,10381.85596
9/3/19,10691.3113
9/4/19,10555.0469
9/5/19,10576.31789
9/6/19,10334.02389
9/7/19,10495.22736
9/8/19,10402.79653
9/9/19,10332.94219
9/10/19,10082.94683
9/11/19,10152.75298
9/12/19,10396.7672
9/13/19,10299.47696
9/14/19,10351.23202
9/15/19,10302.19071
9/16/19,10301.65965
9/17/19,10231.42151
9/18/19,10168.28771
9/19/19,10223.50558
9/20/19,10138.33521
9/21/19,9984.520516
9/22/19,10031.86671
9/23/19,9719.718696
9/24/19,8688.973526
9/25/19,8438.708552
9/26/19,8103.2109
9/27/19,8195.210697
9/28/19,8146.414032
9/29/19,8085.71329
9/30/19,8241.34147
10/1/19,8333.68919
10/2/19,8273.464018
10/3/19,8203.843833
10/4/19,8163.902638
10/5/19,8137.146689
10/6/19,7853.693305
10/7/19,8236.208379
10/8/19,8201.637818
10/9/19,8572.380812
10/10/19,8582.144518
10/11/19,8320.171581
10/12/19,8328.60426
10/13/19,8282.177326
10/14/19,8337.818999
10/15/19,8162.44
10/16/19,8003.820395
10/17/19,8058.058081
10/18/19,7970.239476
10/19/19,7943.347107
10/20/19,8200.318763
10/21/19,8200.246099
10/22/19,8073.409544
10/23/19,7420.415836
10/24/19,7460.617416
10/25/19,8591.223897
10/26/19,9171.306532
10/27/19,9578.367556
10/28/19,9458.22336
10/29/19,9455.724693
10/30/19,9225.995479
10/31/19,9131.41063
11/1/19,9197.632345
11/2/19,9290.896602
11/3/19,9202.415451
11/4/19,9369.628081
11/5/19,9326.599624
11/6/19,9335.752402
11/7/19,9226.485821
11/8/19,8794.358645
11/9/19,8798.042055
11/10/19,9081.186878
11/11/19,8711.534339
11/12/19,8760.892718
11/13/19,8749.520591
11/14/19,8656.970922
11/15/19,8500.643558
11/16/19,8469.260899
11/17/19,8537.339652
11/18/19,8205.806366
11/19/19,8118.488536
11/20/19,8074.843174
11/21/19,7612.740574
11/22/19,7262.110535
11/23/19,7303.405759
11/24/19,7041.732936
11/25/19,7211.861809
11/26/19,7141.069449
11/27/19,7523.480673
11/28/19,7390.207469
11/29/19,7729.265939
11/30/19,7542.235609
12/1/19,7381.963008
12/2/19,7333.43293
12/3/19,7315.367765
12/4/19,7213.733762
12/5/19,7398.78705
12/6/19,7511.880583
12/7/19,7532.123513
12/8/19,7550.2392
12/9/19,7333.096043
12/10/19,7239.762575
12/11/19,7198.066677
12/12/19,7190.272369
12/13/19,7238.874323
12/14/19,7087.024985
12/15/19,7112.731476
12/16/19,6883.496394
12/17/19,6584.028843
12/18/19,7424.0154
12/19/19,7147.568324
12/20/19,7139.933371
12/21/19,7286.335081
12/22/19,7236.986205
12/23/19,7166.172379
12/24/19,7235.62665
12/25/19,7212.809395
12/26/19,7183.706536
12/27/19,7227.293712
12/28/19,7311.560644
12/29/19,7385.464848
12/30/19,7251.276794
12/31/19,7179.957819
1/1/20,7174.744012
1/2/20,6955.48758
1/3/20,7291.219505
1/4/20,7337.63667
1/5/20,7347.433264
1/6/20,7713.860754
1/7/20,8039.603701
1/8/20,8067.606369
1/9/20,7808.701364
1/10/20,8087.452885
1/11/20,8078.993532
1/12/20,8149.313717
1/13/20,8116.961008
1/14/20,8735.142439
1/15/20,8843.675732
1/16/20,8711.637578
1/17/20,8925.299028
1/18/20,8939.8643
1/19/20,8638.18144
1/20/20,8652.683763
1/21/20,8708.786013
1/22/20,8635.074357
1/23/20,8384.088777
1/24/20,8451.232296
1/25/20,8347.567505
1/26/20,8562.30747
1/27/20,8881.962391
1/28/20,9131.114988
1/29/20,9320.978406
1/30/20,9545.077957
1/31/20,9388.880752
2/1/20,9363.193383
2/2/20,9385.260386
2/3/20,9269.707035
2/4/20,9177.894637
2/5/20,9625.456637
2/6/20,9681.377411
2/7/20,9795.344066
2/8/20,9927.778256
2/9/20,10132.7065
2/10/20,9838.900016
2/11/20,10236.63515
2/12/20,10364.92629
2/13/20,10218.09974
2/14/20,10367.528
2/15/20,9926.353691
2/16/20,9876.234963
2/17/20,9636.624095
2/18/20,10189.99598
2/19/20,9701.037191
2/20/20,9631.484946
2/21/20,9670.858654
2/22/20,9689.086743
2/23/20,9919.551448
2/24/20,9640.469505
2/25/20,9392.869629
2/26/20,8787.978363
2/27/20,8784.995352
2/28/20,8778.470511
2/29/20,8639.591417
3/1/20,8548.948322
3/2/20,8923.044398
3/3/20,8791.112058
3/4/20,8756.961062
3/5/20,9078.578777
3/6/20,9126.636822
3/7/20,8925.213488
3/8/20,8166.313894
3/9/20,7875.750875
3/10/20,7959.228274
3/11/20,7955.306284
3/12/20,5800.208905
3/13/20,5672.681201
3/14/20,5304.149952
3/15/20,5355.187374
3/16/20,4944.702336
3/17/20,5465.582594
3/18/20,5363.822853
3/19/20,6301.063404
3/20/20,6185.279839
3/21/20,6187.05375
3/22/20,5884.340133
3/23/20,6455.454688
3/24/20,6784.318011
3/25/20,6706.985089
3/26/20,6721.495392
3/27/20,6682.780049
3/28/20,6229.488343
3/29/20,5922.489835
3/30/20,6483.739446
3/31/20,6446.421347
4/1/20,6537.336462
4/2/20,6850.558712
4/3/20,6776.370094
4/4/20,6855.933264
4/5/20,6805.362287
4/6/20,7278.24397
4/7/20,7175.667477
4/8/20,7367.293398
4/9/20,7321.816614
4/10/20,6866.398189
4/11/20,6873.848495
4/12/20,7043.438864
4/13/20,6889.863772
4/14/20,6887.554908
4/15/20,6718.79995
4/16/20,7166.582817
4/17/20,7065.082389
4/18/20,7277.140586
4/19/20,7185.870303
4/20/20,6856.146435
4/21/20,6904.475773
4/22/20,7118.388748
4/23/20,7562.032832
4/24/20,7497.861764
4/25/20,7542.303401
4/26/20,7624.853786
4/27/20,7776.507543
4/28/20,7761.758784
4/29/20,8773.106488
4/30/20,8767.672623
5/1/20,8853.774484
5/2/20,8963.057558
5/3/20,8904.713817
5/4/20,8887.505893
5/5/20,8978.283587
5/6/20,9371.684273
5/7/20,9900.678867
5/8/20,9917.248414
5/9/20,9617.518195
5/10/20,8786.655182
5/11/20,8608.125245
5/12/20,8815.231245
5/13/20,9330.986485
5/14/20,9757.296586
5/15/20,9362.635557
5/16/20,9418.918551
5/17/20,9684.701959
5/18/20,9723.68015
5/19/20,9719.480854
5/20/20,9540.886567
5/21/20,9141.150637
5/22/20,9192.845136
5/23/20,9220.075887
5/24/20,9048.715119
5/25/20,8905.781605
5/26/20,8835.727224
5/27/20,9112.979176
5/28/20,9507.524665
5/29/20,9425.281869
5/30/20,9688.32439
5/31/20,9427.670084
6/1/20,10268.58198
6/2/20,9516.135443
6/3/20,9667.060754
6/4/20,9811.367095
6/5/20,9659.661298
6/6/20,9677.050995
6/7/20,9737.458559
6/8/20,9791.9279
6/9/20,9786.14202
6/10/20,9874.967048
6/11/20,9260.832641
6/12/20,9464.228097
6/13/20,9458.659754
6/14/20,9351.953728
6/15/20,9441.768996
6/16/20,9510.660637
6/17/20,9457.627074
6/18/20,9398.642094
6/19/20,9279.760765
6/20/20,9353.078196
6/21/20,9289.104491
6/22/20,9680.947128
6/23/20,9609.680246
6/24/20,9311.136318
6/25/20,9252.633372
6/26/20,9171.732086
6/27/20,9022.153768
6/28/20,9101.850057
6/29/20,9188.061375
6/30/20,9148.444859
7/1/20,9236.31677
7/2/20,9097.797366
7/3/20,9094.324561
7/4/20,9124.653534
7/5/20,9055.464483
7/6/20,9278.805637
7/7/20,9244.415815
7/8/20,9471.759973
7/9/20,9236.143254
7/10/20,9243.175259
7/11/20,9229.859755
7/12/20,9286.737042
7/13/20,9238.993755
7/14/20,9260.47098
7/15/20,9211.026433
7/16/20,9133.77783
7/17/20,9160.410591
7/18/20,9176.68639
7/19/20,9190.271534
7/20/20,9172.588333
7/21/20,9395.064446
7/22/20,9530.790885
7/23/20,9617.377861
7/24/20,9568.974726
7/25/20,9708.94914
7/26/20,9938.951223
7/27/20,11187.77973
7/28/20,10939.67014
7/29/20,11284.45899
7/30/20,11118.91841
7/31/20,11373.31726
8/1/20,11766.7483
8/2/20,11139.09838
8/3/20,11261.80633
8/4/20,11228.02632
8/5/20,11653.40759
8/6/20,11796.81736
8/7/20,11639.93541
8/8/20,11744.91208
8/9/20,11673.12324
8/10/20,11832.22731
8/11/20,11340.58234
8/12/20,11549.54631
8/13/20,11752.16866
8/14/20,11783.28341
8/15/20,11895.62695
8/16/20,11896.94717
8/17/20,12399.11188
8/18/20,12071.73891
8/19/20,11749.82951
8/20/20,11833.89735
8/21/20,11583.13894
8/22/20,11674.62435
8/23/20,11666.41012
8/24/20,11744.0127
8/25/20,11378.72603
8/26/20,11458.8226
8/27/20,11302.12096
8/28/20,11482.22569
8/29/20,11515.04443
8/30/20,11657.00393
8/31/20,11678.37326
9/1/20,11964.20867
9/2/20,11427.7026
9/3/20,10712.92065
9/4/20,10563.89694
9/5/20,10042.85485
9/6/20,10207.605
9/7/20,10381.77611
9/8/20,10043.19644
9/9/20,10268.46092
9/10/20,10341.01598
9/11/20,10380.5396
9/12/20,10436.36541
9/13/20,10313.06858
9/14/20,10680.29756
9/15/20,10829.50531
9/16/20,11033.38353
9/17/20,10937.11126
9/18/20,10933.93116
9/19/20,11048.87928
9/20/20,10852.91014
9/21/20,10526.20289
9/22/20,10531.16456
9/23/20,10260.03301
9/24/20,10672.95681
9/25/20,10729.06961
9/26/20,10741.47647
9/27/20,10752.34545
9/28/20,10863.06572
9/29/20,10764.28437
9/30/20,10741.57955
10/1/20,10626.60096
10/2/20,10567.3302
10/3/20,10555.02868
10/4/20,10660.61118
10/5/20,10756.40458
10/6/20,10589.62639
10/7/20,10645.75479
10/8/20,10897.59543
10/9/20,11052.39508
10/10/20,11360.85272
10/11/20,11334.02674
10/12/20,11666.2117
10/13/20,11443.73279
10/14/20,11395.54737
10/15/20,11504.54901
10/16/20,11355.16044
10/17/20,11358.70638
10/18/20,11471.00255
10/19/20,11776.593
10/20/20,11936.36291
10/21/20,13102.93446
10/22/20,13140.66928
10/23/20,12933.82357
10/24/20,13081.67256
10/25/20,13008.45326
10/26/20,13033.52427
10/27/20,13721.28222
10/28/20,13282.26035
10/29/20,13467.73178
10/30/20,13573.7105
10/31/20,13891.21683
11/1/20,13730.19731
11/2/20,13633.69822
11/3/20,13832.93841
11/4/20,14163.97682
11/5/20,15424.52768
11/6/20,15540.59659
11/7/20,14783.98168
11/8/20,15500.33425
11/9/20,15283.78014
11/10/20,15374.04439
11/11/20,15820.49524
11/12/20,16253.31027
11/13/20,16347.04492
11/14/20,15991.83302
11/15/20,15918.08013
11/16/20,16752.00299
11/17/20,17593.48641
11/18/20,17834.63653
11/19/20,17954.85801
11/20/20,18612.87067
11/21/20,18591.8566
11/22/20,18629.99554
11/23/20,18469.20047
11/24/20,19045.73647
11/25/20,18746.93481
11/26/20,17187.40628
11/27/20,17023.9614
11/28/20,17814.78028
11/29/20,18114.41435
11/30/20,19382.36059
12/1/20,18980.97745
12/2/20,19184.89785
12/3/20,19464.5317
12/4/20,18813.12476
12/5/20,19045.02027
12/6/20,19113.9334
12/7/20,19107.5998
12/8/20,18682.45783
12/9/20,18543.00705
12/10/20,18359.4766
12/11/20,18137.31937
12/12/20,18882.26017
12/13/20,19060.2769
12/14/20,19251.224
12/15/20,19443.47635
12/16/20,21310.65626
12/17/20,22895.97624
12/18/20,23008.77626
12/19/20,23890.82265
12/20/20,23537.36989
12/21/20,23177.271
12/22/20,23433.98076
12/23/20,23224.45414
12/24/20,23623.88553
12/25/20,24581.00617
12/26/20,26381.29623
12/27/20,26389.29026
12/28/20,26718.02946
12/29/20,26975.72956
12/30/20,28768.83621
12/31/20,29111.52157
1/1/21,29333.60512
1/2/21,32154.16736
1/3/21,33002.53643
1/4/21,31431.61228
1/5/21,34433.60651
1/6/21,36275.75635
1/7/21,39713.50786
1/8/21,40519.4486
1/9/21,40258.92399
1/10/21,38709.76537
1/11/21,34409.64238
1/12/21,34214.61026
1/13/21,37017.0075
1/14/21,38435.86351
1/15/21,36751.58497
1/16/21,36016.77961
1/17/21,36375.81138
1/18/21,36346.6095
1/19/21,36577.51965
1/20/21,35004.53263
1/21/21,30606.18268
1/22/21,33368.36593
1/23/21,32070.09743
1/24/21,32285.72613
1/25/21,32500.25596
1/26/21,32324.55565
1/27/21,30534.99937
1/28/21,33408.21834
1/29/21,34842.55739
1/30/21,34622.37323
1/31/21,33087.36986
2/1/21,33613.32076
2/2/21,35632.90195
2/3/21,37397.42636
2/4/21,37256.25211
2/5/21,37851.59659
2/6/21,40302.79979
2/7/21,38461.6814
2/8/21,44716.68547
2/9/21,46674.85169
2/10/21,45237.47569
2/11/21,47500.89752
2/12/21,47884.18286
2/13/21,47005.19065
2/14/21,49151.16758
2/15/21,48125.9922
2/16/21,48840.41447
2/17/21,52165.30256
2/18/21,51728.5088
2/19/21,55719.20436
2/20/21,54801.64864
2/21/21,57128.64261
2/22/21,54181.91465
2/23/21,48172.87748
2/24/21,48745.43298
2/25/21,48291.41208
2/26/21,45752.11492
2/27/21,46642.60608
2/28/21,45092.80657
3/1/21,49248.91401
3/2/21,47900.77688
3/3/21,50811.85517
3/4/21,48259.48708
3/5/21,49149.73083
3/6/21,48879.1519
3/7/21,50594.69857
3/8/21,51503.25813
3/9/21,54458.03781
3/10/21,56915.17394
3/11/21,57636.75796
3/12/21,57306.16626
3/13/21,60743.04182
3/14/21,60197.90199
3/15/21,56300.33411
3/16/21,56639.78395
3/17/21,58567.28378
3/18/21,57983.09474
3/19/21,58451.73147
3/20/21,58593.60245
3/21/21,57796.46737
3/22/21,54329.35863
3/23/21,54794.29771
3/24/21,52787.74553
3/25/21,52173.86798
3/26/21,54483.04573
3/27/21,56234.35611
3/28/21,55343.92582
3/29/21,57627.67925
3/30/21,58734.47543
3/31/21,58724.66452
4/1/21,58984.61293
4/2/21,58821.62699
